index,target
20674.0,29
18108.0,20
26515.0,27 40
26504.0,19
20431.0,
4117.0,15
26528.0,
1284.0,0
2496.0,12
25139.0,0 12 23 25 27
25827.0,
9063.0,
19295.0,
16622.0,18
705.0,12 28
17300.0,2
7460.0,1
26250.0,11
22798.0,27 31 40
20937.0,0 4 5
23884.0,
574.0,27
495.0,0 5
25747.0,0
5944.0,
26545.0,8 10
26064.0,1 2 27 40
6029.0,1
20666.0,28
20989.0,
24489.0,18 19
18764.0,
22292.0,0
6399.0,
23169.0,
9753.0,
26081.0,2
2666.0,30
5200.0,3 27
19517.0,20 29
6771.0,0 2
20572.0,0
25321.0,8 9 10
14964.0,2
20420.0,0
17831.0,
230.0,
3150.0,16 31
17340.0,1
22455.0,12
25559.0,
22302.0,2
6135.0,
22175.0,5 7 26 27 30 48
24580.0,12
25655.0,27
25465.0,27
21241.0,0 28 36
22822.0,
25962.0,3 15
3426.0,
25325.0,1 3 12 19
23882.0,1
7196.0,0 4 5 27
23754.0,3
6528.0,
2824.0,0
18702.0,
10118.0,2
11877.0,19
12090.0,1 2
24099.0,2
18480.0,
18929.0,19
6750.0,3 28
12781.0,0
23041.0,3
15722.0,2 12
9972.0,1 2 3
25128.0,2
22943.0,
20284.0,
4178.0,10
8901.0,19
639.0,1 2
4685.0,2
22770.0,3 30
26005.0,30
7286.0,
22648.0,0 15 27
10661.0,
21235.0,18
25843.0,28
18023.0,
9592.0,12 13 16 27 31
1800.0,
20522.0,0 2
21256.0,36
5155.0,1 5 10 11 17 22 27 30 32 33 37 46 49
22450.0,36
23529.0,
22223.0,0 36
7590.0,19
13014.0,1 27
19360.0,16 30 33
7946.0,
24472.0,48
14215.0,2 35
20223.0,2
24604.0,20
22181.0,42
5721.0,0 27
1658.0,19
20999.0,12
2792.0,2
16538.0,8 13 23 31
20085.0,
9109.0,
4639.0,8 10
4617.0,30
23184.0,30
24809.0,2 3 4
20673.0,
7268.0,28
15507.0,0
12239.0,
2477.0,1 2 15 27
21222.0,19
451.0,
27001.0,
24579.0,12
24383.0,0 27
20846.0,18
6028.0,10
10867.0,
15791.0,19
23460.0,0
20648.0,18 19
2940.0,30
4974.0,0
598.0,
13870.0,0 2
13422.0,
4990.0,
11732.0,11
8537.0,20
23681.0,
21770.0,27
18212.0,21
18834.0,3
14958.0,19
22026.0,1
21565.0,28
24965.0,
26293.0,0 27
5605.0,20
5126.0,12
20775.0,0 28
23663.0,0
2166.0,1 2 3 4 7
1478.0,
19530.0,0 27
8506.0,2 36
18428.0,12 28
13143.0,20
12426.0,
20637.0,28
20538.0,
5531.0,28
701.0,0 1 36
12357.0,27
5398.0,
2255.0,
15101.0,2
1113.0,0 1 2
1075.0,
8583.0,
17026.0,
15925.0,2 16
21562.0,1
24254.0,0
19349.0,2 3 4
5479.0,27
23140.0,38
13891.0,30
25167.0,2 3
17539.0,0 2
654.0,36
23611.0,19
6257.0,21
21751.0,
12354.0,0
11216.0,30
5743.0,1 30
23654.0,0 12
8231.0,0 28
20962.0,27
5968.0,
10636.0,19
1566.0,27
9003.0,3
24534.0,18
4315.0,12
17393.0,27 40
24158.0,0
1602.0,30
26039.0,27
19105.0,0
2547.0,8 10
5902.0,28
23086.0,2 4
10258.0,3
10002.0,1
22297.0,
16694.0,
13425.0,8
390.0,
76.0,
20507.0,0
24245.0,20
3199.0,20
20976.0,28 39
14758.0,12 28
20840.0,28 36
16107.0,0 27
6270.0,
21175.0,28
20412.0,0 43
26272.0,11 27
17513.0,12
741.0,
5455.0,30
24502.0,
24471.0,10 23 26
11322.0,12
21879.0,12
26589.0,30
523.0,1
22081.0,0 28 36
15844.0,27
26974.0,2 4
20411.0,0
6559.0,27
17906.0,28
25374.0,18
22461.0,0 2
16151.0,
16695.0,30
3582.0,
23269.0,0
7426.0,20
21283.0,
4239.0,
10571.0,16
20877.0,28 39
25976.0,27
25616.0,
20436.0,2
869.0,19
1128.0,
11197.0,0 1
25995.0,
4570.0,28
16459.0,
17525.0,
21670.0,12 27
23120.0,16
20761.0,0
24549.0,28
14748.0,
21485.0,19
25609.0,16 27
23966.0,36
24084.0,2
23813.0,
17282.0,
22993.0,16
24168.0,1 2
25686.0,
15026.0,
11725.0,2 3
26375.0,11
13082.0,0 8 36
4575.0,27
1686.0,0
24058.0,3 4
24438.0,30
11913.0,0 1
23398.0,
3827.0,27
19598.0,0 28 40
26170.0,27
8678.0,19
20470.0,
3658.0,
25061.0,8 10
18245.0,0
6296.0,12
25550.0,0
24878.0,0 12 30
24586.0,8 22 23
11090.0,
21115.0,
25889.0,
22404.0,2
2798.0,0
17093.0,
26461.0,8 13 23 31
20698.0,12 20 23 27 36 43
8362.0,0
21412.0,
26221.0,11 30 43
251.0,
21219.0,8
22554.0,3
11008.0,27
6737.0,
18789.0,0
363.0,27
14507.0,27 28 29
26347.0,2 14 27
7162.0,12 23
26459.0,27
19938.0,27
25906.0,12 27
140.0,19
4631.0,2
16813.0,
12861.0,8 13 23 31
23458.0,0
7112.0,20
5357.0,
10800.0,28
20037.0,
20372.0,
22018.0,28 29
22285.0,0
24063.0,1 2 3 35
5654.0,2
3456.0,27
20076.0,19
25508.0,
2387.0,3
24098.0,
15227.0,
8386.0,16
24301.0,0 8 37
22583.0,20
11583.0,0 2 3
20157.0,0 27
18395.0,
22072.0,19
19832.0,1 2
1599.0,
2328.0,
24698.0,12
8552.0,
14221.0,12
20851.0,
3767.0,1
23178.0,
13759.0,2
9199.0,
4149.0,
23658.0,1 2
7512.0,0 15 27
10054.0,30
7160.0,19
25714.0,
23117.0,0 16 30
24148.0,
10563.0,0 12
2556.0,4
17946.0,30
24475.0,26 45
5461.0,3 28 29 39
26391.0,40
20699.0,2 40
26875.0,30
5596.0,0 12 28
24560.0,12
24416.0,1 10 35
21822.0,28
109.0,12
165.0,6 18
27028.0,0
23455.0,
228.0,
18513.0,0
10116.0,19
20457.0,6 19
1300.0,0 28
12050.0,2 4
22128.0,1
235.0,8 13 23 31
6009.0,
10358.0,
5005.0,2
26877.0,19
24888.0,0 1 8 24 35 37
1410.0,18
17105.0,1
21333.0,18
1929.0,0 2 27
19198.0,19
4939.0,28
24147.0,0
23356.0,1 2
24352.0,1 36
19795.0,
2120.0,2
25070.0,23 28
26395.0,1 14 27 40 43
24064.0,0
22145.0,
25910.0,0
25925.0,
17278.0,39
8261.0,3
6473.0,19
26532.0,
9008.0,0
15536.0,19
26421.0,3 27 28
21743.0,0 3 12 28 29 36 43
17640.0,11 15
14671.0,
26160.0,11
21245.0,20
618.0,3 12 28
24065.0,0 2 4 36
10215.0,8
19344.0,2 3
18784.0,
11985.0,
26446.0,
25343.0,10
22881.0,
15073.0,
16807.0,2
13840.0,12
24984.0,0
19507.0,12 39
25934.0,
23666.0,
26622.0,0
3597.0,11
10015.0,2 3 15 36
26782.0,27
11970.0,
24333.0,
22758.0,1
13136.0,18
19745.0,1
22775.0,2
22882.0,1 12
5725.0,
20677.0,12 28
24049.0,0
4654.0,12
26998.0,19
9010.0,27 30
15634.0,
13251.0,20
25871.0,27
24631.0,12
7074.0,
12642.0,11 15 40
22528.0,30
19409.0,27
26835.0,0 2
4577.0,
7176.0,2 4
23627.0,1
10739.0,27
10052.0,0 28
24890.0,8 10 16
21163.0,12
23190.0,
23810.0,1 2
18147.0,12 28
2368.0,30
3647.0,0 12 30
23626.0,1
22624.0,20
24336.0,0
21545.0,18
11596.0,
26816.0,2 4 28 29 47
22981.0,
500.0,
2504.0,0 12
676.0,27
22015.0,2 12 28 29 36
26638.0,0 4
17313.0,28 30
272.0,28
2848.0,48
26423.0,15 27
22912.0,30
22323.0,28
23431.0,19
8727.0,4
5635.0,0
2918.0,0
25899.0,
14815.0,
671.0,1
26748.0,
11.0,
657.0,0
25670.0,18
21486.0,8 13 23 31
670.0,12
296.0,0 28
26510.0,
2660.0,12
22060.0,28
26737.0,12
23192.0,0
12629.0,
4754.0,12 28
23646.0,2
10783.0,10
19567.0,30
16961.0,0 30
22640.0,1 12 29 35 36 40
24015.0,16
24482.0,3 8 9 10
21100.0,18
659.0,0 27
25958.0,30
13045.0,19
26485.0,28
5174.0,0 8 10
6248.0,
9410.0,12
25922.0,0 27
16754.0,12
16542.0,
18751.0,
21126.0,
22281.0,18
26964.0,18 27
21929.0,
288.0,0
17629.0,
24573.0,4 41 48
16084.0,
1733.0,
24407.0,
3393.0,
26557.0,28
17468.0,
14986.0,27
18795.0,13 15 31
24629.0,18
1214.0,2
10736.0,
19880.0,16 33
22729.0,3
25157.0,0
10003.0,0
6609.0,2
13076.0,12
13757.0,0
10198.0,22 23 37
8455.0,12 28
26779.0,
26678.0,27
186.0,
164.0,2
24421.0,
20630.0,
23587.0,1
25546.0,0 36 46
12784.0,3
104.0,2 3
23113.0,0 27
24854.0,
23622.0,2 4
26474.0,
10021.0,9 12 28
25928.0,27 30
21270.0,13 28 31
12924.0,
26615.0,
1850.0,
12753.0,27
21647.0,8 13 23 31
17440.0,40
23148.0,
25612.0,27
12061.0,
2154.0,12
2975.0,1 2
10537.0,0
21906.0,12 28
21303.0,12
8025.0,0 2
329.0,12
21202.0,12 28
9369.0,28
9991.0,
8544.0,0
20860.0,0 2 12 27 28 30
277.0,20
22557.0,1
22068.0,28
22835.0,
18209.0,27
18699.0,8 10
20911.0,0 2
16582.0,30
23726.0,0
18599.0,0 1
22773.0,2 30
22064.0,28
6501.0,
22832.0,0 2 36
18591.0,0 12
18630.0,2 3
23769.0,0
21535.0,19
21334.0,18
25511.0,
22436.0,
23040.0,
7766.0,
27021.0,
5183.0,
26499.0,27
20435.0,1
25739.0,
24915.0,0 11 27
24304.0,0
9902.0,3
14594.0,0 2
9531.0,3
21264.0,12
26340.0,0 30
25448.0,12 28
18780.0,1 2 12 27
13931.0,
4733.0,16 31 33
22102.0,28
20946.0,
16994.0,0 2
18986.0,3
26351.0,3 5 28 39
15235.0,
26441.0,2 27
9129.0,
5751.0,0 2
26154.0,27
8341.0,12
858.0,0
9550.0,14 31
24288.0,3 28
24623.0,
26213.0,0
23888.0,2
4214.0,27
3662.0,2
23528.0,0
21228.0,0
340.0,
9505.0,2
10616.0,12
2598.0,8 13 23 31
23205.0,26
8944.0,0 5
18192.0,3 12
9213.0,
16795.0,
6041.0,2
13843.0,2 3 14 16 17 21
6216.0,
1330.0,8 13 23 31
10308.0,0 4 16 30
16928.0,18
3245.0,0 5
732.0,19
13342.0,16
16639.0,
26321.0,16 40
10046.0,12
22243.0,0 28
18045.0,0 22 37
24119.0,2
24737.0,0
12124.0,12
20276.0,
8618.0,
5798.0,0 2
17478.0,
20938.0,12
9742.0,3 12 28 43
365.0,2
20822.0,19
22736.0,
24454.0,20 21 43
16219.0,19
26018.0,
26808.0,12 37
18726.0,2 12 27 36
24401.0,10
17905.0,12
7516.0,7 18 27 40
15574.0,30
22700.0,12
23661.0,1
17523.0,
21679.0,27
26927.0,31
8193.0,12
23999.0,2
643.0,30
9148.0,1
22416.0,8 13 23 31
22420.0,27
26551.0,11
23549.0,
20121.0,1 2 10 28
3512.0,0 3
25375.0,12
22644.0,1
24102.0,2 4
1587.0,1
16762.0,16 28
21778.0,2 3 12 27 28 36
10363.0,12
26665.0,16
15674.0,0
8239.0,
25800.0,1 27
20783.0,
16253.0,0
10244.0,
11616.0,0
26508.0,11 15
21325.0,0 23
22173.0,12
15518.0,
8756.0,0 3
13024.0,
5895.0,
22678.0,1
19596.0,
24948.0,
14485.0,0
22633.0,7 8 12
20234.0,
7009.0,12 42
9020.0,
18158.0,
3938.0,
21663.0,27 40
5516.0,0 12
25037.0,8 10
13322.0,
20934.0,
25293.0,1 12
19882.0,
11799.0,2
21117.0,30
56.0,3
26905.0,3 40
20888.0,1
5647.0,
24893.0,8
13359.0,18
21557.0,3 20
15223.0,3
24062.0,2
8404.0,0 1
26754.0,
23255.0,30
26720.0,12
26350.0,27
7816.0,0 27
22712.0,19
8501.0,30
23122.0,14
11355.0,2
26859.0,
8103.0,0 30
24108.0,2
26989.0,12 30
123.0,
21951.0,3 30
13256.0,2 3
25124.0,
2279.0,0
12754.0,2 12
18006.0,
24364.0,21 39
16338.0,2
25214.0,
12154.0,
14955.0,
19900.0,19 21
22191.0,42
4953.0,
1936.0,3 31 35
16275.0,0
21207.0,18
262.0,28
7167.0,0
4167.0,
2467.0,
22990.0,0 3 30
25891.0,
23905.0,2 3
16752.0,
23952.0,2 35
24219.0,3
23923.0,2
718.0,
23438.0,0 7
26290.0,27
23831.0,
2406.0,0 30
4180.0,
26924.0,0 30
24397.0,2
24871.0,3
18447.0,
7307.0,0 4 28
14866.0,
13868.0,0 27
5116.0,12
8743.0,1
24493.0,19
19621.0,8 10
1172.0,3
8443.0,11
15011.0,16
25960.0,0 2 4
8091.0,1 27
8350.0,3
23601.0,4
11936.0,
24848.0,0
14084.0,14 23
10527.0,21
5492.0,12
25520.0,20
556.0,2 12
22844.0,19
5986.0,
5242.0,8 12
23806.0,2
166.0,
24785.0,0 3 8
20665.0,0 12
16926.0,0 12 28
10780.0,12 28
12128.0,12
33.0,16
474.0,
23760.0,
116.0,16 33
24519.0,3 5
24515.0,
3037.0,
19825.0,16
6765.0,
8923.0,
6178.0,1 27
10763.0,
8030.0,11
26093.0,11
17472.0,0 12 28
4425.0,3 28
15792.0,12
16728.0,27
22395.0,0 12
23692.0,
15126.0,
22038.0,28
24853.0,0
20277.0,
5847.0,0 36
5579.0,12
4060.0,
25416.0,12 18
24200.0,0
26795.0,
25351.0,
12732.0,20
21195.0,12 28
15770.0,
21306.0,42
10824.0,0 3
8580.0,2
23554.0,
161.0,2 27
20153.0,
23226.0,16
21672.0,
16206.0,1 12
26114.0,27
5035.0,30
24446.0,
7947.0,
234.0,2
6888.0,1
20868.0,8 13 23 31
17689.0,0
6105.0,
12583.0,0
7607.0,12
24209.0,1
261.0,30
21456.0,12
26813.0,
18482.0,12
23162.0,
15628.0,0 2
21392.0,
18868.0,
1132.0,18
20762.0,0
23295.0,2
24609.0,12
24901.0,12
23524.0,0
24977.0,12
12345.0,0 28
21215.0,19
23534.0,21
7764.0,2 27
23766.0,0
22430.0,
24322.0,1
13042.0,
6387.0,42
13218.0,20
17630.0,12
25937.0,
9377.0,
302.0,
11860.0,
18379.0,0
26671.0,12 20 28
26732.0,
17658.0,2 14
10670.0,
22576.0,
1283.0,
2830.0,1 8
25038.0,28
14464.0,2 3
25116.0,8 13 23 31
7701.0,
17224.0,0
23881.0,2 3
545.0,3
9903.0,
22733.0,0
16746.0,18
25603.0,27
25802.0,12 27 29
62.0,21
23304.0,
7667.0,30
23498.0,
20343.0,2
25022.0,18
6054.0,1 16
23102.0,1 3 4 36
9970.0,8
21552.0,28
5033.0,19
23814.0,
13605.0,
23035.0,0
24582.0,12
13765.0,12
26287.0,27
25169.0,1
7515.0,27
15388.0,4
8561.0,2
3951.0,0
22291.0,
20540.0,2 27
24187.0,
16170.0,0 1 8 16 31 33 35 38 47
4979.0,
10718.0,0 1
25908.0,12 40
22838.0,0
8545.0,
20923.0,0 16
13887.0,0
23733.0,0 2
9985.0,18
1170.0,
4483.0,18
22762.0,2 30
18372.0,2
23908.0,12
10535.0,12
21948.0,20
5134.0,18 20
22231.0,1 6
19270.0,12
22755.0,0 37
5958.0,
21653.0,12
19336.0,0 27
17359.0,
25382.0,
8219.0,
22403.0,
1539.0,2 30
15542.0,0 11
25059.0,20
24029.0,1
2324.0,27
13793.0,18 20
23713.0,0 1 36
1485.0,3
24896.0,
5606.0,21
3008.0,12
19941.0,12 28
25613.0,11 27
18663.0,3
21114.0,
1474.0,2
4579.0,16
12858.0,20
25888.0,27
19548.0,
21983.0,18
23985.0,19
20395.0,
17148.0,
23268.0,0
16270.0,
26219.0,27
16671.0,
6247.0,0
10442.0,
925.0,
23672.0,0
25664.0,19
16057.0,0 27
21752.0,15
25807.0,11
23319.0,13
4150.0,
12880.0,2 11
2534.0,19
4646.0,19
19915.0,
7514.0,20
23699.0,0 2
25165.0,1
22910.0,
25439.0,
26703.0,40
409.0,
12476.0,
586.0,12 27
9960.0,
24139.0,
21731.0,0 28
8721.0,2
26447.0,27
537.0,1
21022.0,28
8280.0,2 4
13913.0,16
22593.0,3
23655.0,0
22658.0,27
14117.0,3
7280.0,1
2174.0,
26503.0,1
20119.0,
20908.0,
21410.0,0 30
747.0,24
2596.0,
8297.0,1 12 19 27 36
24126.0,3
2683.0,
25002.0,8 13 23 31
15247.0,
8016.0,3
14956.0,8
23685.0,
3102.0,18
19481.0,27
14515.0,
23860.0,
21105.0,
538.0,1
3002.0,
512.0,
17957.0,
19127.0,8 13 23 31
13111.0,30
1169.0,12
22728.0,8
954.0,1
12127.0,0
11910.0,19
13366.0,21
21177.0,
14531.0,28
15050.0,
6402.0,12
26740.0,
24080.0,
22356.0,0
18774.0,18
20927.0,12 28
240.0,2
26169.0,11 27
21003.0,
25372.0,
25057.0,
23901.0,0 2
24155.0,
25641.0,20
4230.0,
22219.0,
10211.0,
249.0,0 15 23 27 29 32
5589.0,0
23106.0,0
2703.0,0 2
1281.0,27
20700.0,
23547.0,
19075.0,12 20 23
9954.0,
24664.0,27
3024.0,11
18564.0,28
4309.0,
26187.0,
5622.0,0 1
25279.0,1 3 4
10414.0,11 15 40
17394.0,15
11679.0,0 2 37
23928.0,1 2
26493.0,
60.0,28 47
23336.0,0
16074.0,2
12098.0,
18011.0,27
6423.0,4
5187.0,
10203.0,
1890.0,14
24448.0,
20543.0,8 13 23 31
22154.0,0 30
25532.0,0 8 12
13755.0,0
306.0,12
23849.0,2 19
13726.0,28
26870.0,
7546.0,1 8 10
24498.0,12
1204.0,12
25330.0,
23950.0,
16561.0,27 30
23180.0,
19980.0,12 27
26733.0,
6442.0,11 12 15 27 40
18383.0,1 12
10995.0,27
24078.0,
4480.0,0
13266.0,28
6587.0,12
23239.0,2
17662.0,
19639.0,2
22402.0,3
17982.0,
114.0,
23997.0,
11539.0,12
21569.0,
8322.0,12
4186.0,0 12 27 36
7211.0,
1620.0,2
26709.0,
20548.0,2 36
24931.0,
13507.0,27
22514.0,8 13 23 31
21116.0,0 28 36
23835.0,0
25396.0,19
21969.0,39
17827.0,12 28
13057.0,
21205.0,
15697.0,27
11479.0,0
8383.0,2
7396.0,0
26832.0,1 12 27
22611.0,
25324.0,20
21345.0,2 30
4743.0,2
20598.0,
2513.0,
18394.0,3
19483.0,0 3
23594.0,2
22421.0,
487.0,
21888.0,
6348.0,
1772.0,1 2
21645.0,27
22823.0,1
22296.0,1 18
26203.0,27
16454.0,18 22 23
18423.0,12 27
19641.0,11
25963.0,27
21775.0,
16447.0,0 4
23982.0,8 35
44.0,12 28
4561.0,
13444.0,12
23704.0,2
9820.0,
19339.0,
16073.0,0 12
21713.0,12
8222.0,12
22538.0,
631.0,
17161.0,3 12
4875.0,
3850.0,0
8792.0,3 8 30
16065.0,12
15000.0,12 28
25513.0,0 8 12
16520.0,0 27 30
24480.0,5 48
8824.0,16
3365.0,
5933.0,0
6960.0,18
18674.0,0
21995.0,7
24230.0,
20506.0,2 4
3411.0,0 2
13611.0,2
13363.0,0 12 36
26011.0,
26109.0,
25946.0,27
22986.0,16
22782.0,2
23270.0,
26634.0,11
15827.0,
5206.0,12 28
22204.0,0 4 35 41 47
25557.0,15 27
25174.0,8
18113.0,18
21143.0,12
10845.0,0 1 2
23361.0,21
16015.0,
12599.0,18
10368.0,18
26157.0,
27003.0,28
11481.0,2 3
6162.0,20
26148.0,
12244.0,30
18939.0,
6546.0,1
23914.0,2
25317.0,1 8
21542.0,
25841.0,18
5949.0,12
25221.0,27
19102.0,
22559.0,20 21
25758.0,
21520.0,8 13 23 31
6935.0,23 24 26 37
22089.0,28 36
6167.0,0 27
21033.0,12
24748.0,20
26306.0,15
26822.0,
20965.0,0 12 28
26112.0,12
24184.0,
26096.0,27 30
24754.0,
22110.0,2 13 19 20 26
14195.0,0
26706.0,28 36
23350.0,1
4323.0,
21227.0,
310.0,12
17843.0,0 3
21505.0,
23402.0,16
1932.0,20
15078.0,27
18440.0,
16836.0,0
21216.0,18
23020.0,
283.0,0
13986.0,12
26778.0,30
134.0,8
24894.0,8 12
403.0,0 23
26617.0,2
9536.0,3 27
927.0,12
24295.0,27 29 43
4981.0,
22109.0,
21268.0,18
25319.0,12
8509.0,28
10872.0,1 2
16402.0,
448.0,11
16142.0,0 16
16256.0,30
24042.0,1 27
472.0,20 21 43
26068.0,18
20414.0,0 1 8 16 31 33 47
24357.0,
25358.0,2 12
8309.0,2
24313.0,
9634.0,
10855.0,12
1762.0,21
26032.0,27
21655.0,
18281.0,12
17546.0,20
37.0,23
12130.0,0
6298.0,
26310.0,27
21818.0,0 27
23182.0,1 2 15 27
25140.0,3 12
26280.0,
1877.0,2 3
7733.0,0 2
17826.0,
24349.0,2 3 12 27 28 43
22863.0,19 27
8797.0,12 28
12661.0,12 36
7525.0,0
623.0,2
508.0,27
17447.0,3
23273.0,
23582.0,0
25730.0,
9033.0,1 2
9737.0,
18503.0,
15529.0,2
23540.0,36
23518.0,
24344.0,1
6264.0,
10843.0,2
13560.0,4
8899.0,12
10755.0,
23968.0,5
6378.0,19
26921.0,20
25549.0,
16759.0,0
13889.0,12
24816.0,1
26969.0,7
2987.0,19
8423.0,0 2
16188.0,3 12
13877.0,0
3862.0,1
3726.0,1 2 28 36
14228.0,0 1
21027.0,0
4290.0,2
21636.0,20
22311.0,0 2
18807.0,30
1831.0,1 2 8 10
24025.0,3
12495.0,2
19225.0,2
22516.0,21
11283.0,0 27 30
24329.0,
22194.0,0
3780.0,8 12
12330.0,0 2
22014.0,28
10233.0,19
23869.0,2
9789.0,0 27 28
22116.0,
22318.0,
21445.0,1 3
13207.0,36
14617.0,
6911.0,2 4
10794.0,0
8760.0,2
25561.0,0 4
22876.0,
22737.0,
11385.0,18
24546.0,12 27
18887.0,
25354.0,12
216.0,28
8776.0,0
21182.0,28
23423.0,19
203.0,0
11500.0,27 48
22976.0,0
26554.0,18
18164.0,
14943.0,0
17344.0,0 2
15950.0,11
11525.0,12 36
577.0,0
19657.0,0 1 12 15
3229.0,0
22361.0,
22343.0,
5759.0,
18026.0,
6573.0,12
23252.0,0
21382.0,0
9157.0,0 28
26661.0,20
19477.0,0
21729.0,27 39
18293.0,18
25460.0,
14431.0,2
26365.0,
2716.0,
18082.0,22 23 37
23954.0,2
20996.0,27
6553.0,1
10386.0,0 12 28 36
10731.0,
15641.0,
18963.0,
13276.0,1 27
26820.0,2
26229.0,0 27
23996.0,2
22709.0,2
3880.0,27 28
5070.0,
2626.0,27
20534.0,2 4
2106.0,2
1678.0,
8696.0,
2188.0,28
8088.0,19
13201.0,30 45
21280.0,36
21274.0,28
21127.0,28 29
20990.0,28
14618.0,30
21833.0,2
20968.0,12 28
25092.0,
24231.0,5
231.0,2
552.0,1 2 3 30
25407.0,21
12763.0,0 28
7342.0,0 8 12
22746.0,3
15662.0,
21722.0,0 19
26281.0,11
26130.0,3 27
12089.0,
26330.0,0
7906.0,2
16626.0,21
17433.0,12
21788.0,18
632.0,0 28
19410.0,
8449.0,1
26074.0,27
19144.0,10
16646.0,1 3 8 12 13 14 20 23 27
11256.0,
124.0,
24123.0,0
19335.0,21
20389.0,
21623.0,15
22031.0,
26439.0,27
20587.0,
1191.0,0
18027.0,
22768.0,0
8837.0,30
8396.0,28
23890.0,2
7340.0,0 12 28
23018.0,0 30
16596.0,0
20328.0,2
3863.0,12
14311.0,0
9452.0,8 13 23 31
178.0,2 3
20077.0,0 3 30
22925.0,
10952.0,0 2
15220.0,
10612.0,18 19
18273.0,28
1313.0,0 35
9472.0,8 28
13856.0,
21715.0,0
8393.0,23
10838.0,4
2060.0,28 36
24140.0,3
6023.0,0 12 36
23044.0,
4606.0,27 31
4056.0,0
19245.0,
26317.0,
756.0,
18185.0,0
25347.0,18
21496.0,
18872.0,18
1243.0,3
25245.0,1 8
18386.0,12
11646.0,12
24570.0,12
25136.0,
19059.0,12
17587.0,12 28 30
6643.0,8 13 23 31
17547.0,
2559.0,0
14911.0,2
16644.0,
8919.0,3
26741.0,
531.0,0
24869.0,5 19
299.0,23
2668.0,3
6429.0,
19026.0,2
24578.0,22 23 28
24044.0,2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 21 22 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 43 46 47 49
26048.0,
22394.0,28
25829.0,
21157.0,8 13 23 31
22115.0,28
20814.0,
21179.0,2
10149.0,11
380.0,
21097.0,
18378.0,30
7962.0,12
1986.0,4 13 30
17937.0,
23521.0,0 4 13 16 35 38
6552.0,0 28
15540.0,28
26937.0,
4257.0,0 12
5850.0,
8653.0,30
21884.0,27
11873.0,28 36
9581.0,8 13 23 31
13155.0,27 28
23691.0,
21036.0,0
25823.0,2
21293.0,
6707.0,2
25222.0,0 12
10264.0,19
24721.0,12 28
21190.0,18
21721.0,28
21068.0,12
2429.0,1 10 24 45
17114.0,2 35
21394.0,2
24056.0,3
25355.0,12
23720.0,2 3
6265.0,0 2
6831.0,8
6263.0,
20694.0,
5899.0,2 19
8654.0,0
22184.0,27
24298.0,1
24957.0,12
24440.0,
8567.0,0
23335.0,3
6447.0,0 4
15197.0,23 28
22505.0,27
13365.0,0 28 36
24506.0,
19032.0,
22451.0,
736.0,
20667.0,24 28
21554.0,27
20986.0,0
20606.0,0
26768.0,12 30
20676.0,28
10218.0,0
22781.0,2
22959.0,
265.0,5
16167.0,
26521.0,27
6076.0,27
24296.0,
19995.0,0 27
12777.0,28
9152.0,0
1646.0,12
3215.0,2 3
7239.0,0
26153.0,11
3867.0,12
21038.0,0
6608.0,3
5689.0,15
21072.0,1
16304.0,28
26190.0,
26670.0,12 23 27
14264.0,12
6794.0,
23562.0,0
7535.0,12
16124.0,0 21
341.0,
10733.0,0
11294.0,30
15761.0,
24142.0,2
5305.0,0 27
16135.0,2
23552.0,2 4
18221.0,12
15298.0,15
1083.0,19
24852.0,10 36
23798.0,1 2 4
24396.0,
7665.0,
5371.0,0 30
23978.0,
20682.0,28
18165.0,0
6218.0,28
14583.0,
20672.0,2
21326.0,27 28
17365.0,
4837.0,3 27
1419.0,18
23543.0,0 2
22518.0,
14226.0,
24677.0,12
24468.0,
25589.0,
14837.0,8 9
6421.0,11 27 40
17474.0,
5503.0,2
18188.0,
23310.0,0 1 2 4
14460.0,27
665.0,8 13 23 31
5445.0,12
20893.0,
464.0,12
19713.0,19
2573.0,18
18117.0,12 28
13174.0,0 4
7895.0,
25866.0,
17425.0,0
11722.0,
4378.0,19
22599.0,
25751.0,0
4450.0,27
22597.0,
24930.0,12
2985.0,
18775.0,4
4771.0,
24634.0,
21914.0,2 3 28
25682.0,15 27 43
22970.0,
332.0,20
16859.0,0 12 28 36
20681.0,28
8880.0,0 2 4 5
6250.0,1 2 3 4 7 8 9 10 13 15 16 17 21 23 24 26 29 31 32 34 35 37 38 39 41 42 44 45 46 47 48
26598.0,
1120.0,
1746.0,1 20 21 27 30 33 37 47
933.0,2
23279.0,0 2
20716.0,36
22708.0,19
20551.0,0 4
1530.0,
14921.0,3
21719.0,2
16102.0,
24796.0,2
24882.0,8
562.0,
26388.0,27
16980.0,0
21004.0,8 9 10 23
9525.0,12 36
2956.0,12 28 36
10988.0,0 12 30
16586.0,16 30
19465.0,
18265.0,
9432.0,12
26209.0,15 27
22680.0,
21685.0,
25198.0,12
2743.0,
24571.0,
8565.0,0 12
15948.0,
15186.0,12
13833.0,
18612.0,2
23224.0,0
8927.0,1
15760.0,30
24656.0,18
15865.0,
20856.0,28
24728.0,19
8135.0,0
8006.0,
5146.0,8 13 23 31
14626.0,8
3683.0,20
22987.0,
9504.0,0
6645.0,
7629.0,19
25815.0,27
22800.0,
26917.0,8 13 23 31
25393.0,36
11271.0,12
13193.0,
